Modulo,Tabela,Descricao_Tabela,Coluna,Tipo,Eh_Chave_Primaria,Tabela_Relacionada (Chave Estrangeira),Observacoes
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_ID","int(4)","SIM","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_PRODUTO","varchar(50)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_DESCRICAO","varchar(300)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_VOLUME","numeric(9)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_QTD","numeric(9)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J7_ID","int(4)","NAO","J7",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_ENDERECO","varchar(50)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","G6_ID","int(4)","NAO","G6",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","R49_ID","int(4)","NAO","R49",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_EAN13_GTIN","varchar(50)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","R13_ID","int(4)","NAO","R13",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_PRODUTO_ORIGEM","int(4)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_PRODUTO_FILHO","bit(1)","NAO","",""
"Estoque / Produtos","J20","Tabela do Sistema Petrus","J20_UN","varchar(10)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_ID","int(4)","SIM","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","R13_ID","int(4)","NAO","R13",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_CLIENTE","varchar(300)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_VALOR_TOTAL","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_CUBAGEM","numeric(9)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_VOLUMES","numeric(9)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J10_ID","int(4)","NAO","J10",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_DESTINO","varchar(50)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_PESO_BRUTO","numeric(9)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","R2_ID","int(4)","NAO","R2",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_FRETE","varchar(50)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_SUBTOTAL","numeric(9)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_DATA_INICIO_EMBARQUE","datetime(8)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_DATA_FIM_EMBARQUE","datetime(8)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_PESO_LIQUIDO","numeric(9)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J23_TIPO","varchar(50)","NAO","",""
"Estoque / Produtos","J23","Tabela do Sistema Petrus","J9_ID","int(4)","NAO","J9",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_ID","int(4)","SIM","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_DESCRICAO","varchar(50)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_TIPO","varchar(15)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_LARGURA","numeric(9)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_ALTURA","numeric(9)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_COMPRIMENTO","numeric(9)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_DIAMETRO","numeric(9)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_PESO","numeric(9)","NAO","",""
"Estoque / Produtos","J26","Tabela do Sistema Petrus","J26_CUBAGEM","numeric(9)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_ID","int(4)","SIM","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_DESCRICAO","varchar(150)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J2_ID","int(4)","NAO","J2",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_TIPO","varchar(50)","NAO","",""
"Estoque / Produtos","J32","Tabela do Sistema Petrus","J32_DATA","datetime(8)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_ID","int(4)","SIM","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_DATA_CANCELAMENTO","datetime(8)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_DATA_EMISSAO","datetime(8)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_PESO","numeric(9)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_VALOR_CARGA","numeric(9)","NAO","","Campo monetário"
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_OBS","varchar(500)","NAO","",""
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_STATUS","varchar(15)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Estoque / Produtos","J34","Tabela do Sistema Petrus","J34_MDF","int(4)","NAO","",""
